!	1.0 ! #1
!!	1.0 ! ! #1
!!!	1.0 ! ! !
"	1.0 " #1
RM3.50	1.0 R M 3 . 5 0
RM3.65	1.0 R M 3 . 6 5
RM3.70	1.0 R M 3 . 7 0
RM3.77	1.0 R M 3 . 7 7
RM3.79	1.0 R M 3 . 7 9
RM3.80	1.0 R M 3 . 8 0
RM3.90	1.0 R M 3 . 9 0
RM3.95	1.0 R M 3 . 9 5
RM3.99	1.0 R M 3 . 9 9
RM30.30	1.0 R M 3 0 . 3 0
RM31.60	1.0 R M 3 1 . 6 0
RM31.80	1.0 R M 3 1 . 8 0
RM31.98	1.0 R M 3 1 . 9 8
RM33.90	1.0 R M 3 3 . 9 0
RM35.20	1.0 R M 3 5 . 2 0
RM367.10	1.0 R M 3 6 7 . 1 0
RM39.00	1.0 R M 3 9 . 0 0
RM4.00	1.0 R M 4 . 0 0
RM4.12	1.0 R M 4 . 1 2
RM4.15	1.0 R M 4 . 1 5
RM4.20	1.0 R M 4 . 2 0
RM4.30	1.0 R M 4 . 3 0
RM4.40	1.0 R M 4 . 4 0
RM4.43	1.0 R M 4 . 4 3
RM4.60	1.0 R M 4 . 6 0
RM4.65	1.0 R M 4 . 6 5
RM4.72	1.0 R M 4 . 7 2
RM4.80	1.0 R M 4 . 8 0
RM4.90	1.0 R M 4 . 9 0
RM40.00	1.0 R M 4 0 . 0 0
RM40.95	1.0 R M 4 0 . 9 5
RM41.43	1.0 R M 4 1 . 4 3
RM43.40	1.0 R M 4 3 . 4 0
RM46.40	1.0 R M 4 6 . 4 0
RM48.70	1.0 R M 4 8 . 7 0
RM5	1.0 R M 5 #1
RM5.00	1.0 R M 5 . 0 0
RM5.09	1.0 R M 5 . 0 9
RM5.18	1.0 R M 5 . 1 8
RM5.20	1.0 R M 5 . 2 0
RM5.30	1.0 R M 5 . 3 0
RM5.33	1.0 R M 5 . 3 3
RM5.45	1.0 R M 5 . 4 5
RM5.60	1.0 R M 5 . 6 0
RM5.90	1.0 R M 5 . 9 0
RM5.98	1.0 R M 5 . 9 8
RM50.00	1.0 R M 5 0 . 0 0
RM51.30	1.0 R M 5 1 . 3 0
RM53.60	1.0 R M 5 3 . 6 0
RM6.00	1.0 R M 6 . 0 0
RM6.06	1.0 R M 6 . 0 6
RM6.60	1.0 R M 6 . 6 0
RM6.69	1.0 R M 6 . 6 9
RM6.70	1.0 R M 6 . 7 0
RM6.85	1.0 R M 6 . 8 5
RM6.90	1.0 R M 6 . 9 0
RM62.50	1.0 R M 6 2 . 5 0
RM66.10	1.0 R M 6 6 . 1 0
RM67.80	1.0 R M 6 7 . 8 0
RM7.00	1.0 R M 7 . 0 0
RM7.20	1.0 R M 7 . 2 0
RM7.49	1.0 R M 7 . 4 9
RM7.50	1.0 R M 7 . 5 0
RM7.55	1.0 R M 7 . 5 5
RM7.70	1.0 R M 7 . 7 0
RM7.72	1.0 R M 7 . 7 2
RM7.80	1.0 R M 7 . 8 0
RM7.85	1.0 R M 7 . 8 5
RM7.90	1.0 R M 7 . 9 0
RM78.30	1.0 R M 7 8 . 3 0
RM79.00	1.0 R M 7 9 . 0 0
RM8.00	1.0 R M 8 . 0 0
RM8.19	1.0 R M 8 . 1 9
RM8.20	1.0 R M 8 . 2 0
RM8.35	1.0 R M 8 . 3 5
RM8.48	1.0 R M 8 . 4 8
RM8.50	1.0 R M 8 . 5 0
RM8.60	1.0 R M 8 . 6 0
RM8.90	1.0 R M 8 . 9 0
RM8.99	1.0 R M 8 . 9 9
RM82.80	1.0 R M 8 2 . 8 0
RM9.00	1.0 R M 9 . 0 0
RM9.20	1.0 R M 9 . 2 0
RM9.65	1.0 R M 9 . 6 5
RM9.75	1.0 R M 9 . 7 5
RM9.90	1.0 R M 9 . 9 0
RM:	1.0 R M :
RN	1.0 R N #1
RN10.05	1.0 R N 1 0 . 0 5
RND	1.0 R N D
RO	1.0 R O #1
ROAD,	1.0 R O A D ,
ROAST	1.0 R O A S T #1
ROASTED	1.0 R O A S T E D
ROBBINS	1.0 R O B B I N S
ROC	1.0 R O C #1
ROC:	1.0 R O C :
ROD	1.0 R O D
ROJAN	1.0 R O J A N
ROJINA	1.0 R O J I N A
ROLL	1.0 R O L L #1
ROLL.	1.0 R O L L .
ROLLER	1.0 R O L L E R #1
ROLLERPAINT	1.0 R O L L E R P A I N T
ROM	1.0 R O M
RON	1.0 R O N #1
RON95	1.0 R O N 9 5
ROOFING	1.0 R O O F I N G
ROOM	1.0 R O O M
ROOT	1.0 R O O T
ROPE	1.0 R O P E
ROSE	1.0 R O S E #1
ROSELLE	1.0 R O S E L L E
ROSES	1.0 R O S E S
ROTI	1.0 R O T I
ROUND	1.0 R O U N D #1
ROUND:	1.0 R O U N D :
ROUNDED	1.0 R O U N D E D #1
ROUNDED(MYR)	1.0 R O U N D E D ( M Y R )
ROUNDING	1.0 R O U N D I N G #1
ROUNDING:	1.0 R O U N D I N G :
ROUNDLNG	1.0 R O U N D L N G
ROUR	1.0 R O U R
ROYAL	1.0 R O Y A L
RP	1.0 R P #1
RPUSED	1.0 R P U S E D
RS	1.0 R S #1
RSP	1.0 R S P
RT	1.0 R T
RUBBER	1.0 R U B B E R
RUEY	1.0 R U E Y
RULE	1.0 R U L E #1
RULER	1.0 R U L E R
RUZITA	1.0 R U Z I T A
RYE	1.0 R Y E
S	1.0 S #1
S&Y	1.0 S & Y
S'BERRY	1.0 S ' B E R R Y
S(6%)	1.0 S ( 6 % )
S-	1.0 S - #1
S-69	1.0 S - 6 9
S-ADMIN	1.0 S - A D M I N
S-SR(I)	1.0 S - S R ( I )
S-SR(L)-5%	1.0 S - S R ( L ) - 5 %
S.GRIP	1.0 S . G R I P
S.H.H.	1.0 S . H . H .
S/B	1.0 S / B #1
S/B.	1.0 S / B .
S/FRIED	1.0 S / F R I E D
S/MAGIC	1.0 S / M A G I C
S/MAT	1.0 S / M A T
S/NT	1.0 S / N T
S/P	1.0 S / P #1
S/P:	1.0 S / P :
S/PRICE	1.0 S / P R I C E
S/S	1.0 S / S #1
S/SOCKET	1.0 S / S O C K E T
S/STEEL	1.0 S / S T E E L
S005	1.0 S 0 0 5
S10	1.0 S 1 0 #1
S103M	1.0 S 1 0 3 M
S117,	1.0 S 1 1 7 ,
S201	1.0 S 2 0 1
S25,	1.0 S 2 5 ,
S319,	1.0 S 3 1 9 ,
S6	1.0 S 6
S900044(LEE	1.0 S 9 0 0 0 4 4 ( L E E
S:	1.0 S : #1
S:GST(0%):	1.0 S : G S T ( 0 % ) :
S=GST	1.0 S = G S T
S=STANDARD	1.0 S = S T A N D A R D
S@6%	1.0 S @ 6 %
SA	1.0 S A #1
SA0099552-P	1.0 S A 0 0 9 9 5 5 2 - P
SA0416111-K	1.0 S A 0 4 1 6 1 1 1 - K
SABA	1.0 S A B A
SAFE	1.0 S A F E #1
SAFETY	1.0 S A F E T Y
SAGU	1.0 S A G U
SAH	1.0 S A H #1
SAHAJA	1.0 S A H A J A
SAI	1.0 S A I #1
SAIFUL	1.0 S A I F U L
SAJI	1.0 S A J I
SAKUMASHIKIDROP	1.0 S A K U M A S H I K I D R O P
SALAD	1.0 S A L A D
SALE	1.0 S A L E #1
SALES	1.0 S A L E S #1
SALES(EXCLUDING	1.0 S A L E S ( E X C L U D I N G
SALES(INCLUSIVE	1.0 S A L E S ( I N C L U S I V E
SALES(INCLUSLVE	1.0 S A L E S ( I N C L U S L V E
SALES:	1.0 S A L E S :
SALES@LEEWAHFLORIST.COM	1.0 S A L E S @ L E E W A H F L O R I S T . C O M
SALES@SMART-ACC.COM	1.0 S A L E S @ S M A R T - A C C . C O M
SALESMAN:	1.0 S A L E S M A N :
SALESMANID	1.0 S A L E S M A N I D
SALESPERSON	1.0 S A L E S P E R S O N #1
SALESPERSON:	1.0 S A L E S P E R S O N :
SALMON	1.0 S A L M O N
SALTED	1.0 S A L T E D
SALUNG	1.0 S A L U N G
SAM	1.0 S A M #1
SAMBAL	1.0 S A M B A L
SAMLL	1.0 S A M L L
SAMUDRA	1.0 S A M U D R A
SANCORA	1.0 S A N C O R A
SAND	1.0 S A N D #1
SANDAL	1.0 S A N D A L
SANDFLEX	1.0 S A N D F L E X
SANDWI	1.0 S A N D W I
SANG	1.0 S A N G
SANJUNG	1.0 S A N J U N G
SANYU	1.0 S A N Y U #1
SANYU.STATIONERY	1.0 S A N Y U . S T A T I O N E R Y
SAPI800G	1.0 S A P I 8 0 0 G
SAR	1.0 S A R #1
SARANG	1.0 S A R A N G
SARAWAK.	1.0 S A R A W A K .
SARSAPARILLA	1.0 S A R S A P A R I L L A
SARYANI	1.0 S A R Y A N I
SAT	1.0 S A T #1
SATIN	1.0 S A T I N
SATU,	1.0 S A T U ,
SATURDAY,	1.0 S A T U R D A Y ,
SAUCE	1.0 S A U C E
SAUSAGE	1.0 S A U S A G E
SAUTEED	1.0 S A U T E E D
SAVE	1.0 S A V E #1
SAVER	1.0 S A V E R
SAVING	1.0 S A V I N G #1
SAVING:	1.0 S A V I N G :
SAVINGS	1.0 S A V I N G S #1
SAVINGS:RM	1.0 S A V I N G S : R M
SAW	1.0 S A W
SB	1.0 S B #1
SB(306295-X)	1.0 S B ( 3 0 6 2 9 5 - X )
SB-5882	1.0 S B - 5 8 8 2
SB/01-3	1.0 S B / 0 1 - 3
SB01	1.0 S B 0 1
SB02	1.0 S B 0 2
SB17	1.0 S B 1 7
SBB	1.0 S B B
SBN	1.0 S B N
SC	1.0 S C #1
SC-03,	1.0 S C - 0 3 ,
SC-CLASSIC	1.0 S C - C L A S S I C
SCALESCRAPER	1.0 S C A L E S C R A P E R
SCAN	1.0 S C A N
SCHNEIDER	1.0 S C H N E I D E R
SCHTR	1.0 S C H T R
SCIENTIFIC	1.0 S C I E N T I F I C
SCISSOR	1.0 S C I S S O R #1
SCISSORS	1.0 S C I S S O R S
SCONE	1.0 S C O N E
SCOOP	1.0 S C O O P
SCRAPER	1.0 S C R A P E R
SCRUB	1.0 S C R U B
SCUSSORS	1.0 S C U S S O R S
SD002	1.0 S D 0 0 2
SDCKY	1.0 S D C K Y
SDN	1.0 S D N #1
SDN.	1.0 S D N . #1
SDN.BHD	1.0 S D N . B H D
SE	1.0 S E #1
SEA,47400	1.0 S E A , 4 7 4 0 0
SEAFOOD	1.0 S E A F O O D
SEAL	1.0 S E A L #1
SEALING	1.0 S E A L I N G
SEAMASTER	1.0 S E A M A S T E R
SEAS	1.0 S E A S
SEAW	1.0 S E A W
SEBELAH	1.0 S E B E L A H
SECOND	1.0 S E C O N D
SECTION	1.0 S E C T I O N
SEDAAP	1.0 S E D A A P
SEE	1.0 S E E #1
SEEK	1.0 S E E K
SEGAMBUT	1.0 S E G A M B U T
SEGAR	1.0 S E G A R #1
SEGAR,	1.0 S E G A R ,
SEGI	1.0 S E G I
SEJUK	1.0 S E J U K
SEK	1.0 S E K #1
SEK,U3,	1.0 S E K , U 3 ,
SEKINCHAN	1.0 S E K I N C H A N
SEKOPLAS	1.0 S E K O P L A S
SEKSYEN	1.0 S E K S Y E N
SEL.	1.0 S E L .
SELANGOR	1.0 S E L A N G O R #1
SELANGOR,	1.0 S E L A N G O R ,
SELANGOR.	1.0 S E L A N G O R .
SELASIH	1.0 S E L A S I H
SELATAN.,	1.0 S E L A T A N . ,
SELF	1.0 S E L F
SEMENYIH,	1.0 S E M E N Y I H ,
SENG	1.0 S E N G
SENTOSA	1.0 S E N T O S A
SENTRAL	1.0 S E N T R A L #1
SENTRAL,	1.0 S E N T R A L ,
SEPADU	1.0 S E P A D U
SER	1.0 S E R #1
SERAI	1.0 S E R A I
SERBUK	1.0 S E R B U K
SERDANG	1.0 S E R D A N G #1
SERDANG,	1.0 S E R D A N G ,
SERI	1.0 S E R I #1
SERIES	1.0 S E R I E S
SERV	1.0 S E R V #1
SERV.	1.0 S E R V .
SERVED	1.0 S E R V E D
SERVER	1.0 S E R V E R #1
SERVER:	1.0 S E R V E R :
SERVICE	1.0 S E R V I C E #1
SERVICE)	1.0 S E R V I C E )
SERVICE:	1.0 S E R V I C E :
SERVICES	1.0 S E R V I C E S
SESSION:11444	1.0 S E S S I O N : 1 1 4 4 4
SET	1.0 S E T #1
SET-PTC	1.0 S E T - P T C
SET10	1.0 S E T 1 0
SET:	1.0 S E T :
SETAPAK	1.0 S E T A P A K #1
SETAPAK,	1.0 S E T A P A K ,
SETAPAK.	1.0 S E T A P A K .
SETIA	1.0 S E T I A #1
SETIA,	1.0 S E T I A ,
SETJE600	1.0 S E T J E 6 0 0
SEVEN	1.0 S E V E N #1
SEVEN.	1.0 S E V E N .
SFULL	1.0 S F U L L
SG	1.0 S G #1
SGWT	1.0 S G W T
SH01	1.0 S H 0 1
SH02	1.0 S H 0 2
SH03	1.0 S H 0 3
SH08	1.0 S H 0 8
SHA	1.0 S H A #1
SHAAS	1.0 S H A A S
SHAFIK	1.0 S H A F I K
SHAH	1.0 S H A H #1
SHAHRUL	1.0 S H A H R U L
SHALL	1.0 S H A L L
SHAM	1.0 S H A M
SHARE	1.0 S H A R E
SHARPENING	1.0 S H A R P E N I N G
SHAWWAL	1.0 S H A W W A L
SHD	1.0 S H D
SHEET	1.0 S H E E T
SHELL	1.0 S H E L L
SHENG	1.0 S H E N G
SHF	1.0 S H F #1
SHF:201804081	1.0 S H F : 2 0 1 8 0 4 0 8 1
SHF:201804141	1.0 S H F : 2 0 1 8 0 4 1 4 1
SHF:201805121	1.0 S H F : 2 0 1 8 0 5 1 2 1
SHIFT	1.0 S H I F T #1
SHIFT:01	1.0 S H I F T : 0 1
SHINE	1.0 S H I N E
SHIO	1.0 S H I O #1
SHIOYAKI	1.0 S H I O Y A K I
SHIRO	1.0 S H I R O
SHIVANESWARY	1.0 S H I V A N E S W A R Y
SHO1	1.0 S H O 1
SHOE	1.0 S H O E #1
SHOES	1.0 S H O E S
SHOGA	1.0 S H O G A #1
SHOGAYAKI	1.0 S H O G A Y A K I
SHOO	1.0 S H O O
SHOP	1.0 S H O P #1
SHOPPING	1.0 S H O P P I N G
SHORTHAND	1.0 S H O R T H A N D
SHOWN	1.0 S H O W N
SHPETROMART	1.0 S H P E T R O M A R T
SHT/P	1.0 S H T / P
SHY32516	1.0 S H Y 3 2 5 1 6
SIAM	1.0 S I A M
SIDE	1.0 S I D E #1
SIDED	1.0 S I D E D
SIERRA	1.0 S I E R R A
SIEW	1.0 S I E W
SIGN	1.0 S I G N #1
SIGN:	1.0 S I G N :
SIGNA	1.0 S I G N A #1
SIGNATURE	1.0 S I G N A T U R E #1
SIGNATURE)	1.0 S I G N A T U R E )
SIGNATURE-C	1.0 S I G N A T U R E - C
SIKA	1.0 S I K A
SIKD	1.0 S I K D
SILA	1.0 S I L A
SILICONE	1.0 S I L I C O N E
SILING	1.0 S I L I N G
SILK	1.0 S I L K #1
SILKEN	1.0 S I L K E N
SIM	1.0 S I M #1
SIMEN	1.0 S I M E N
SIMILI	1.0 S I M I L I
SIMPANG	1.0 S I M P A N G
SIMPLIFIED	1.0 S I M P L I F I E D
SIN	1.0 S I N #1
SINAR	1.0 S I N A R
SINCE	1.0 S I N C E
SING	1.0 S I N G #1
SINGLE	1.0 S I N G L E
SINK	1.0 S I N K
SIO	1.0 S I O
SIRLOIN	1.0 S I R L O I N
SISPOS.COM.MY	1.0 S I S P O S . C O M . M Y
SIT	1.0 S I T #1
SITE	1.0 S I T E #1
SITE:	1.0 S I T E :
SITI	1.0 S I T I
SIX	1.0 S I X
SIZE	1.0 S I Z E #1
SIZE)	1.0 S I Z E )
SIZE:6-10	1.0 S I Z E : 6 - 1 0
SIZZLING	1.0 S I Z Z L I N G
SJ10263	1.0 S J 1 0 2 6 3
SJP03201705170016	1.0 S J P 0 3 2 0 1 7 0 5 1 7 0 0 1 6
SK2	1.0 S K 2
SKCA	1.0 S K C A #1
SKCAHTSBHL@GMAIL.COM	1.0 S K C A H T S B H L @ G M A I L . C O M
SKT	1.0 S K T
SKUDAI	1.0 S K U D A I #1
SKUDAI,	1.0 S K U D A I ,
SKY	1.0 S K Y
SLAB	1.0 S L A B
SLC	1.0 S L C
SLEEVE	1.0 S L E E V E
SLF	1.0 S L F
SLICE	1.0 S L I C E #1
SLICES	1.0 S L I C E S
SLIP	1.0 S L I P #1
SLIP:	1.0 S L I P :
SM	1.0 S M #1
SMALL	1.0 S M A L L
SMILE	1.0 S M I L E
SMITH	1.0 S M I T H
SMOKED	1.0 S M O K E D
SMOOTH	1.0 S M O O T H
SMORES	1.0 S M O R E S
SNAIL	1.0 S N A I L
SNEK	1.0 S N E K
SNOW	1.0 S N O W
SNYSTATIONERY@HOTMAIL,.COM	1.0 S N Y S T A T I O N E R Y @ H O T M A I L , . C O M
SOAP	1.0 S O A P
SOCKET	1.0 S O C K E T
SOCKS	1.0 S O C K S
SODA	1.0 S O D A
SOF	1.0 S O F #1
SOFT	1.0 S O F T
SOFYA	1.0 S O F Y A
SOH	1.0 S O H #1
SOHO	1.0 S O H O
SOLARIS	1.0 S O L A R I S
SOLD	1.0 S O L D #1
SOLD:	1.0 S O L D :
SOLUTION]	1.0 S O L U T I O N ]
SOMMERSET	1.0 S O M M E R S E T
SONG	1.0 S O N G
SONOFAX	1.0 S O N O F A X
SOON	1.0 S O O N #1
SOONHUAT2000@HOTMAIL.COM	1.0 S O O N H U A T 2 0 0 0 @ H O T M A I L . C O M
SOS	1.0 S O S
SOTONG	1.0 S O T O N G
SOUP	1.0 S O U P
SOUR	1.0 S O U R #1
SOURING	1.0 S O U R I N G
SOYA	1.0 S O Y A
SP-NULL-18/06/20-1022050	1.0 S P - N U L L - 1 8 / 0 6 / 2 0 - 1 0 2 2 0 5 0
SP3-01-147902	1.0 S P 3 - 0 1 - 1 4 7 9 0 2
SPA	1.0 S P A #1
SPAGHETTI	1.0 S P A G H E T T I
SPANNER	1.0 S P A N N E R
SPARE	1.0 S P A R E
SPECIA	1.0 S P E C I A #1
SPECIAL	1.0 S P E C I A L #1
SPECIALTY	1.0 S P E C I A L T Y
SPECUAL	1.0 S P E C U A L
SPEED	1.0 S P E E D
SPICY	1.0 S P I C Y
SPONGE	1.0 S P O N G E
SPOONS	1.0 S P O O N S
SPRAYER	1.0 S P R A Y E R
SPRG	1.0 S P R G
SPRING	1.0 S P R I N G
SPRITE	1.0 S P R I T E
SPRITZER	1.0 S P R I T Z E R
SQ	1.0 S Q #1
SQ-CHOCMLT	1.0 S Q - C H O C M L T
SQ-S.	1.0 S Q - S . #1
SQ-S.BERRY	1.0 S Q - S . B E R R Y
SQ003L	1.0 S Q 0 0 3 L
SQUARE	1.0 S Q U A R E #1
SQUARE,	1.0 S Q U A R E , #1
SQUARE,OASIS	1.0 S Q U A R E , O A S I S
SQUID	1.0 S Q U I D #1
SQUIDS	1.0 S Q U I D S
SQUIGGLES	1.0 S Q U I G G L E S
SR	1.0 S R #1
SR'	1.0 S R '
SR(6%)	1.0 S R ( 6 % )
SR*	1.0 S R *
SR-	1.0 S R - #1
SR-9556404118038	1.0 S R - 9 5 5 6 4 0 4 1 1 8 0 3 8
SR.	1.0 S R .
SR0	1.0 S R 0
SR:	1.0 S R : #1
SR:2"	1.0 S R : 2 "
SR:8PCS	1.0 S R : 8 P C S
SR:EVEREADY	1.0 S R : E V E R E A D Y
SR:FEI	1.0 S R : F E I
SR:GST	1.0 S R : G S T
SR:HU	1.0 S R : H U
SR:INCLUSIVE	1.0 S R : I N C L U S I V E
SR:TEPUNG	1.0 S R : T E P U N G
SR=	1.0 S R = #1
SR=6.00%	1.0 S R = 6 . 0 0 %
SR@0%	1.0 S R @ 0 %
SR@6%	1.0 S R @ 6 %
SR@6.00%	1.0 S R @ 6 . 0 0 %
SRI	1.0 S R I
SRO	1.0 S R O
SRS	1.0 S R S
SRV	1.0 S R V
SS	1.0 S S #1
SS04017600	1.0 S S 0 4 0 1 7 6 0 0
SS04018600	1.0 S S 0 4 0 1 8 6 0 0
SS15/4B,	1.0 S S 1 5 / 4 B ,
SS15/4D,	1.0 S S 1 5 / 4 D ,
SS16/1	1.0 S S 1 6 / 1
SS21/1A,	1.0 S S 2 1 / 1 A ,
SS21/34,	1.0 S S 2 1 / 3 4 ,
SS21/39,	1.0 S S 2 1 / 3 9 , #1
SS21/39,47400	1.0 S S 2 1 / 3 9 , 4 7 4 0 0
SS21/58	1.0 S S 2 1 / 5 8
SS21/60,DAMANSARA	1.0 S S 2 1 / 6 0 , D A M A N S A R A
SS21/62,	1.0 S S 2 1 / 6 2 ,
SS23/11.	1.0 S S 2 3 / 1 1 .
SS3511032318	1.0 S S 3 5 1 1 0 3 2 3 1 8
SS4C/5,PETALING	1.0 S S 4 C / 5 , P E T A L I N G
SS6/3,	1.0 S S 6 / 3 ,
SS6/4	1.0 S S 6 / 4
SS6/5A,	1.0 S S 6 / 5 A ,
SSB0775-Az	1.0 S S B 0 7 7 5 - A z
SSID	1.0 S S I D
ST	1.0 S T #1
ST(INCLUDED)	1.0 S T ( I N C L U D E D )
ST-P6140	1.0 S T - P 6 1 4 0
ST-P6150	1.0 S T - P 6 1 5 0
ST-PRIVILEGE	1.0 S T - P R I V I L E G E
ST00014	1.0 S T 0 0 0 1 4
ST01-9AW/6WGB-CG	1.0 S T 0 1 - 9 A W / 6 W G B - C G
ST15	1.0 S T 1 5
ST:0	1.0 S T : 0
ST:512	1.0 S T : 5 1 2
ST:8282	1.0 S T : 8 2 8 2
ST:8303	1.0 S T : 8 3 0 3
ST:8541	1.0 S T : 8 5 4 1
STAEDTLER	1.0 S T A E D T L E R
STAFF	1.0 S T A F F #1
STAFF:	1.0 S T A F F :
STAMP(S)	1.0 S T A M P ( S )
STAMPS	1.0 S T A M P S
STAND	1.0 S T A N D #1
STANDARD	1.0 S T A N D A R D
STAPLE	1.0 S T A P L E #1
STAPLER	1.0 S T A P L E R
STAPLES	1.0 S T A P L E S
STAR	1.0 S T A R #1
START:	1.0 S T A R T :
STARTER	1.0 S T A R T E R #1
STARTER.	1.0 S T A R T E R .
STARTING	1.0 S T A R T I N G
STAT-BUY	1.0 S T A T - B U Y
STAT-GREAT	1.0 S T A T - G R E A T
STATE	1.0 S T A T E
STATICE	1.0 S T A T I C E
STATION	1.0 S T A T I O N #1
STATION:	1.0 S T A T I O N :
STATIONER	1.0 S T A T I O N E R #1
STATIONERS	1.0 S T A T I O N E R S
STATIONERY	1.0 S T A T I O N E R Y
STAY:	1.0 S T A Y :
STEAK	1.0 S T E A K
STEAM	1.0 S T E A M #1
STEAMED	1.0 S T E A M E D
STELL	1.0 S T E L L
STEMGLASS	1.0 S T E M G L A S S
STERILE	1.0 S T E R I L E
STICK	1.0 S T I C K #1
STICKER	1.0 S T I C K E R #1
STICKER(S)	1.0 S T I C K E R ( S )
STICKERS	1.0 S T I C K E R S
STIR	1.0 S T I R
STK	1.0 S T K
STMT	1.0 S T M T
STOCK	1.0 S T O C K
STONE	1.0 S T O N E #1
STONEGRILL	1.0 S T O N E G R I L L
STOOGES	1.0 S T O O G E S
STOP	1.0 S T O P
STORAGE	1.0 S T O R A G E
STORE	1.0 S T O R E #1
STORE:	1.0 S T O R E :
STORES	1.0 S T O R E S
STOUT	1.0 S T O U T
STR2	1.0 S T R 2
STRAPS	1.0 S T R A P S
STRETCH	1.0 S T R E T C H
STRICILY	1.0 S T R I C I L Y
STRICTLY	1.0 S T R I C T L Y
STRIPE	1.0 S T R I P E
STRIPS	1.0 S T R I P S
STTL	1.0 S T T L
STUDENT	1.0 S T U D E N T
STUFF	1.0 S T U F F
STULANG	1.0 S T U L A N G
STYLE	1.0 S T Y L E
SUB	1.0 S U B #1
SUB-TOTAL	1.0 S U B - T O T A L #1
SUB-TOTAL:	1.0 S U B - T O T A L :
SUBANG	1.0 S U B A N G #1
SUBANG,	1.0 S U B A N G ,
SUBANG.	1.0 S U B A N G .
SUBJECT	1.0 S U B J E C T #1
SUBJECTED	1.0 S U B J E C T E D
SUBMISSION	1.0 S U B M I S S I O N
SUBTOTAL	1.0 S U B T O T A L #1
SUBTOTAL:	1.0 S U B T O T A L :
SUBWAYz42210-0	1.0 S U B W A Y z 4 2 2 1 0 - 0
SUCI	1.0 S U C I
SUDAH	1.0 S U D A H
SUDU	1.0 S U D U
SUGAR	1.0 S U G A R #1
SUGARCA	1.0 S U G A R C A
SUHAIDA	1.0 S U H A I D A
SULTAN	1.0 S U L T A N
SUMM	1.0 S U M M #1
SUMMANY	1.0 S U M M A N Y
SUMMARY	1.0 S U M M A R Y #1
SUMMARY:	1.0 S U M M A R Y :
SUMMARYAMOUNT(RM)	1.0 S U M M A R Y A M O U N T ( R M )
SUMMER	1.0 S U M M E R #1
SUMMERY	1.0 S U M M E R Y
SUN	1.0 S U N #1
SUN-THU	1.0 S U N - T H U #1
SUN-THU:	1.0 S U N - T H U : #1
SUN-THU:1000	1.0 S U N - T H U : 1 0 0 0
SUNDAECHOC	1.0 S U N D A E C H O C
SUNFISH	1.0 S U N F I S H
SUNGAI	1.0 S U N G A I
SUNGEI	1.0 S U N G E I
SUNGOLD	1.0 S U N G O L D
SUNWAY	1.0 S U N W A Y #1
SUNWAY,	1.0 S U N W A Y ,
SUPER	1.0 S U P E R #1
SUPER.SEVEN	1.0 S U P E R . S E V E N
SUPERIOR	1.0 S U P E R I O R
SUPPLIES	1.0 S U P P L I E S #1
SUPPLIES.	1.0 S U P P L I E S .
SUPPLIES:	1.0 S U P P L I E S :
SUPPLY	1.0 S U P P L Y
SUPPORT	1.0 S U P P O R T
SUR	1.0 S U R #1
SURVEY	1.0 S U R V E Y
SUS	1.0 S U S #1
SUS304	1.0 S U S 3 0 4
SUSHI	1.0 S U S H I
SUSU	1.0 S U S U
SUTERA	1.0 S U T E R A
SUUR/CR	1.0 S U U R / C R
SV	1.0 S V #1
SV/GV	1.0 S V / G V
SVC	1.0 S V C
SVR	1.0 S V R
SW	1.0 S W #1
SWC	1.0 S W C
SWEET	1.0 S W E E T
SWH	1.0 S W H
SWITCH	1.0 S W I T C H
SWM	1.0 S W M
SX-260z	1.0 S X - 2 6 0 z
SX-575-1	1.0 S X - 5 7 5 - 1
SY	1.0 S Y #1
SYAFIQ	1.0 S Y A F I Q
SYARIKAT	1.0 S Y A R I K A T
SYED	1.0 S Y E D
SYL	1.0 S Y L
T	1.0 T #1
T&C	1.0 T & C
T'MISU	1.0 T ' M I S U
T-BUTTER	1.0 T - B U T T E R
T-COOKIE	1.0 T - C O O K I E
T-GREEN	1.0 T - G R E E N
T-HONEY	1.0 T - H O N E Y
T.	1.0 T . #1
T.A.S	1.0 T . A . S
T.S	1.0 T . S
T.Y./	1.0 T . Y . /
T/A	1.0 T / A
T/B	1.0 T / B
T/D	1.0 T / D
T002S	1.0 T 0 0 2 S
T01	1.0 T 0 1
T02	1.0 T 0 2
T03	1.0 T 0 3 #1
T03-18/199913	1.0 T 0 3 - 1 8 / 1 9 9 9 1 3
T04-18/084227	1.0 T 0 4 - 1 8 / 0 8 4 2 2 7
T1	1.0 T 1 #1
T13	1.0 T 1 3
T2	1.0 T 2 #1
T2,SKY	1.0 T 2 , S K Y
T3	1.0 T 3
T4	1.0 T 4
T5	1.0 T 5
T8	1.0 T 8
T:	1.0 T : #1
T:6%	1.0 T : 6 %
TA	1.0 T A #1
TA3	1.0 T A 3
TAB	1.0 T A B #1
TABLE	1.0 T A B L E #1
TABLE:	1.0 T A B L E : #1
TABLE:20	1.0 T A B L E : 2 0
TAC	1.0 T A C #1
TACK-IT	1.0 T A C K - I T
TACKS	1.0 T A C K S
TADC	1.0 T A D C
TAG	1.0 T A G
TAI	1.0 T A I #1
TAII	1.0 T A I I
TAIL	1.0 T A I L
TAKE	1.0 T A K E #1
TAKEAWAY	1.0 T A K E A W A Y
TAKEOUT	1.0 T A K E O U T
TAKO	1.0 T A K O
